current_house_price,zipcode,ownership_pct
573675,27620,0.094
944034,50025,0.013
230326,43620,0.077
823913,19500,0.045
377660,29740,0.044
586654,34900,0.017
485708,50024,0.018
163298,24660,0.018
718479,41740,0.018
648300,14010,0.06
703376,30020,0.013
854119,50013,0.045
331856,49700,0.077
325133,25180,0.048
980248,36780,0.008
441747,40380,0.034
550664,50010,0.03
123176,26300,0.082
735196,23844,0.04
987369,36420,0.052
349847,43580,0.041
158745,41140,0.052
459676,22380,0.009
320583,33260,0.022
269683,48260,0.06
708116,30300,0.064
107210,25540,0.097
973031,12940,0.099
445436,26980,0.076
650311,50011,0.008
375380,30140,0.096
395353,27180,0.048
302518,39820,0.02
981847,49740,0.068
924029,46540,0.033
243802,48700,0.049
542981,22020,0.024
880335,25540,0.014
193673,26900,0.02
746365,41540,0.018
989354,42540,0.091
433113,19780,0.059
322136,21340,0.071
805070,16740,0.005
539701,35004,0.03
576687,27060,0.069
767128,20700,0.06
134319,50011,0.025
288970,33124,0.024
750202,42540,0.045
876026,19804,0.055
474551,13380,0.031
805034,19300,0.01
347285,16580,0.072
273106,41500,0.019
480525,50009,0.089
580254,37340,0.093
732968,13380,0.087
469299,28100,0.072
517383,29020,0.008
910977,19140,0.038
672272,24660,0.081
462149,50025,0.051
864672,14020,0.011
739583,50037,0.054
408100,39460,0.067
318637,24420,0.059
207614,50033,0.076
918642,19124,0.044
133438,41660,0.084
186249,30780,0.011
595004,33460,0.015
106236,29620,0.04
346947,28100,0.078
667927,38300,0.079
978223,29540,0.05
449269,22540,0.054
165361,14540,0.09
433437,37460,0.081
283454,50010,0.059
548043,31020,0.08
185688,38340,0.069
981008,38900,0.098
586085,12700,0.1
974269,39580,0.006
145292,50006,0.001
688395,43780,0.044
369705,49700,0.039
515398,49660,0.099
219048,32780,0.057
828648,42644,0.049
115977,22744,0.099
714318,50037,0.02
581753,37340,0.09
847797,35300,0.058
206041,13140,0.064
396943,36980,0.098
372928,39300,0.028
458793,45104,0.084
505785,47300,0.015
372985,46700,0.012
752798,41540,0.084
920495,22500,0.036
445395,34940,0.013
268596,36540,0.061
211721,30460,0.053
337113,16020,0.058
737580,45104,0.051
966947,24540,0.037
244816,50019,0.053
962533,50013,0.085
267470,50016,0.016
547347,20524,0.033
467654,35300,0.03
339878,40660,0.045
862824,50002,0.025
950608,22140,0.061
303122,44300,0.064
798270,31860,0.01
370840,41700,0.05
774022,42020,0.03
223375,43300,0.051
384349,42020,0.007
276314,33220,0.007
945475,11700,0.098
886713,30140,0.096
665417,10180,0.006
316706,27180,0.081
329473,35084,0.029
199072,15680,0.045
968259,24500,0.091
654783,36500,0.002
787204,47020,0.025
605912,31180,0.005
977627,10500,0.017
549563,44220,0.082
250141,17460,0.089
514998,39340,0.018
102396,38940,0.086
137309,39540,0.057
397671,47664,0.037
795225,22140,0.002
665393,44300,0.024
259454,17980,0.094
416191,38300,0.049
116996,29200,0.009
350335,21660,0.084
675300,30460,0.019
135769,27620,0.009
824800,24300,0.033
934895,24540,0.088
938476,33260,0.06
213823,31860,0.043
449549,40980,0.066
429669,48700,0.009
395338,22380,0.083
511248,27140,0.008
361237,36980,0.077
101928,46700,0.06
186419,12540,0.087
915886,30980,0.025
938095,35840,0.079
836656,30300,0.007
632918,48140,0.006
642776,47664,0.079
475870,27740,0.068
233755,38060,0.045
186192,49340,0.09
421188,43780,0.014
590622,13780,0.06
407839,15260,0.051
179847,31700,0.029
739203,24140,0.075
595013,30300,0.08
215184,23844,0.039
383668,29404,0.007
225696,34580,0.063
391232,48140,0.078
479370,47260,0.034
255767,27100,0.08
358432,30700,0.04
601633,47580,0.01
452301,36500,0.039
743695,21660,0.082
627665,26620,0.023
816272,19340,0.073
271495,47460,0.093
870085,12020,0.052
372805,24260,0.027
886755,50042,0.073
752699,23420,0.085
633060,16860,0.032
519893,39540,0.058
506320,26820,0.001
101302,43524,0.063
723355,42680,0.049
251012,23540,0.078
202190,14010,0.093
110235,50005,0.039
570110,31900,0.025
276627,50005,0.014
490931,23540,0.043
769073,48620,0.019
132530,27620,0.017
967378,42220,0.046
372774,19060,0.001
576706,14260,0.084
799573,28700,0.068
119173,50020,0.007
209402,16300,0.004
457583,50034,0.088
359333,41140,0.068
728711,40380,0.038
711610,19380,0.023
115441,25180,0.089
919148,37860,0.088
712923,49340,0.066
931866,25060,0.047
640220,16180,0.053
403054,37860,0.028
200975,13020,0.011
820104,36740,0.078
191450,14860,0.067
532000,36980,0.097
908221,27140,0.066
992614,17020,0.017
914976,40980,0.02
152343,50004,0.022
588171,36100,0.06
938076,42200,0.029
110500,38860,0.027
214480,40060,0.079
706171,26300,0.081
467292,24540,0.031
537474,33140,0.073
750505,50025,0.044
148391,16820,0.035
422847,42340,0.01
887832,14740,0.047
924420,23060,0.06
679255,11540,0.058
658533,39340,0.088
270917,41180,0.042
129449,47664,0.084
210465,17420,0.028
928415,15260,0.028
464224,41540,0.038
960694,17140,0.031
129990,38220,0.097
948553,27620,0.012
712054,32780,0.041
805856,50045,0.054
879033,40060,0.087
479175,26140,0.06
260153,42644,0.06
138988,50045,0.016
753503,41620,0.034
634387,24420,0.007
283653,50008,0.031
540516,31420,0.046
639239,48060,0.039
323531,50032,0.035
416908,10540,0.045
410146,33460,0.072
368563,23460,0.038
538455,43340,0.038
915085,29200,0.044
396215,22140,0.087
956625,16060,0.027
596842,42700,0.042
546558,33540,0.008
911686,15180,0.02
335587,19660,0.076
205222,31084,0.094
714141,33860,0.003
806847,17900,0.004
711550,13020,0.033
843912,33540,0.019
998135,28940,0.058
381295,29180,0.01
174951,45104,0.078
173772,28420,0.03
431776,27500,0.04
178083,45104,0.013
880194,39660,0.052
328814,50025,0.022
130392,41540,0.067
990218,33260,0.088
736100,45460,0.008
500082,39340,0.077
803922,35004,0.018
592710,35004,0.099
731703,18700,0.008
881092,14740,0.013
208706,32780,0.087
200573,42200,0.04
802351,27980,0.06
320370,39740,0.042
120745,20994,0.092
155603,47940,0.048
298926,11020,0.044
443224,26980,0.07
227759,14260,0.085
901022,22420,0.092
668552,27100,0.027
852032,39460,0.058
606141,23580,0.003
920450,14540,0.052
656184,39340,0.031
550958,16300,0.066
215046,40900,0.038
745243,41180,0.053
982509,50031,0.006
352375,36780,0.008
460933,29420,0.01
641702,35300,0.093
855251,44700,0.06
664240,37860,0.032
176792,36420,0.087
168857,29404,0.053
826601,25980,0.089
187839,34060,0.052
216738,25500,0.058
376416,25540,0.052
347987,42020,0.094
805864,45780,0.015
212686,40220,0.075
744200,24220,0.008
967327,47220,0.068
237043,15764,0.024
530757,12540,0.035
115807,21420,0.022
458828,39140,0.043
924321,30140,0.025
392171,16180,0.072
888373,27260,0.022
169140,32780,0.008
511953,31340,0.047
152116,19460,0.028
467546,50010,0.089
588072,27180,0.056
796623,22660,0.073
227032,41420,0.024
306750,22540,0.073
631559,10900,0.004
171330,47300,0.085
925135,34940,0.037
460313,10180,0.008
486014,26380,0.036
524819,22180,0.016
432172,29540,0.066
493567,23540,0.055
707008,50042,0.049
947000,25420,0.02
225228,15260,0.042
104955,17980,0.096
425637,14010,0.091
879247,34100,0.06
781073,39900,0.031
649838,50036,0.02
878096,33260,0.03
883632,23900,0.011
105536,45220,0.03
670385,36260,0.026
352981,46700,0.047
864476,33540,0.057
507997,46220,0.013
588032,45780,0.059
690973,50028,0.009
297664,21420,0.082
659341,23060,0.05
760422,46660,0.053
329477,41884,0.031
584289,27340,0.083
886611,25220,0.043
673546,12540,0.061
818080,50013,0.056
958006,42644,0.04
357624,23460,0.051
680871,12100,0.019
996685,50012,0.043
539071,45460,0.078
487813,48424,0.008
205770,50009,0.032
254715,50037,0.025
696672,24660,0.034
795040,43780,0.024
566728,35084,0.028
712900,16300,0.083
578081,23844,0.036
709587,24340,0.064
343067,37340,0.062
728406,25980,0.013
522512,44060,0.024
532546,29340,0.046
280010,50038,0.025
946819,29940,0.039
908760,40220,0.006
287903,45460,0.067
292392,18700,0.097
645615,26380,0.006
119408,20994,0.039
149580,38860,0.016
324850,0,0.067
524817,42700,0.079
915216,50035,0.004
347269,14454,0.03
488610,50025,0.022
668596,42200,0.071
848182,43780,0.034
833445,34980,0.036
356180,20100,0.005
568975,20500,0.099
827906,29020,0.081
908405,31420,0.021
845500,39380,0.078
279465,39140,0.018
623725,10900,0.09
194973,30780,0.088
720732,17860,0.063
447639,46540,0.027
450753,34580,0.015
919370,41700,0.023
368852,13980,0.031
564292,30140,0.046
488988,50023,0.021
888416,22180,0.064
698392,13780,0.097
446122,15380,0.094
330648,44300,0.083
733066,26620,0.084
520300,50031,0.011
225200,46220,0.086
410270,21140,0.056
118951,45220,0.051
101761,24020,0.032
936237,13740,0.004
385787,30620,0.041
153181,41884,0.073
600379,21660,0.033
439664,10780,0.008
166328,50013,0.083
663719,42340,0.097
476614,41420,0.087
762687,39340,0.026
817410,30860,0.006
925153,47380,0.043
744851,21140,0.071
140168,27060,0.009
950158,23460,0.03
457008,48140,0.098
874304,24660,0.001
429222,24860,0.06
765069,11244,0.039
344196,33260,0.004
682115,37460,0.004
855534,45300,0.067
913634,43900,0.084
749643,41140,0.08
266229,49740,0.036
837106,11460,0.035
681734,25260,0.024
392675,43580,0.085
750836,12260,0.013
508657,42644,0.046
519721,12620,0.011
530818,24220,0.081
306468,15764,0.06
817351,50036,0.002
366897,21500,0.035
630070,23420,0.075
534288,14454,0.014
842520,50027,0.058
334281,41140,0.064
605075,36220,0.003
106282,22520,0.008
701999,27740,0.013
279586,13220,0.074
939497,50017,0.028
221722,33540,0.091
611065,11700,0.075
499092,50054,0.005
127959,45460,0.011
235287,33860,0.008
167469,28700,0.003
957388,31140,0.027
317740,50013,0.096
139276,25940,0.071
417526,37964,0.06
253992,50028,0.081
186580,32780,0.053
407890,33220,0.035
588404,14260,0.053
638038,20740,0.076
947078,35614,0.031
326788,44300,0.074
114263,29100,0.036
421502,35100,0.006
920116,45460,0.073
175760,37860,0.003
625738,24260,0.056
974584,49740,0.083
408887,24500,0.012
505593,50031,0.007
560307,41884,0.086
465319,45500,0.05
379666,50021,0.077
689477,26900,0.063
141786,19060,0.064
810012,44100,0.089
532044,39380,0.008
696829,23060,0.071
119249,24260,0.019
252514,41740,0.013
325925,48300,0.004
444646,49700,0.028
537627,34940,0.078
449908,36220,0.017
448261,34060,0.01
167011,50038,0.078
957426,16974,0.067
605969,14454,0.018
747375,31180,0.05
375846,50034,0.083
325764,12100,0.072
865944,19124,0.075
298237,45820,0.073
205538,32780,0.072
169152,12620,0.034
760847,16020,0.011
250714,22380,0.074
585435,34940,0.05
596615,34060,0.089
221166,39460,0.086
379513,15500,0.043
290734,31340,0.078
104908,46220,0.055
940854,36140,0.082
972048,12420,0.095
405878,12540,0.07
137688,27060,0.089
478814,44700,0.033
514724,12020,0.011
901022,33124,0.097
205488,19180,0.022
105585,35614,0.078
664288,12540,0.03
606199,31140,0.082
499989,50022,0.096
980851,36260,0.039
972000,28740,0.042
201609,50005,0.093
743753,16940,0.059
778838,12100,0.059
176870,39580,0.016
545198,21060,0.024
851134,40580,0.089
615068,40380,0.074
452101,50054,0.024
218995,16700,0.046
151621,22540,0.024
700531,50035,0.027
900042,31540,0.032
200899,42700,0.093
585844,28740,0.044
918172,20940,0.099
868493,17020,0.096
665495,28940,0.003
740675,12580,0.069
582591,47460,0.012
530456,36780,0.012
256559,15380,0.058
366059,38860,0.03
897860,30620,0.01
493699,31900,0.076
586413,27900,0.069
762015,27500,0.097
561917,22520,0.047
199764,29200,0.095
719926,27500,0.031
434771,44940,0.016
118288,15980,0.073
695590,14860,0.003
103271,25500,0.005
341914,22744,0.078
236312,35660,0.041
936598,19500,0.095
691958,22220,0.048
214253,31020,0.004
433643,34740,0.058
202594,43100,0.093
309992,24020,0.068
446611,29700,0.099
430521,36980,0.022
952383,26820,0.048
675395,30140,0.002
930209,17780,0.025
677413,23900,0.053
952434,47220,0.077
472045,49620,0.012
760303,11700,0.085
158756,37100,0.013
979772,50050,0.008
242665,15680,0.043
578836,42034,0.067
928206,42220,0.076
690443,12620,0.08
352656,40580,0.016
329252,17660,0.015
860569,10500,0.098
554817,45300,0.01
437754,33220,0.05
663371,15260,0.056
896595,45500,0.017
811430,39820,0.073
262733,33220,0.087
128103,16700,0.088
436418,50054,0.073
968294,42700,0.053
905273,20260,0.076
172377,33140,0.038
698619,12220,0.014
477418,20700,0.079
749073,50039,0.047
760895,16580,0.093
178142,15940,0.054
350575,31860,0.036
716176,18140,0.036
963902,45500,0.091
416545,46660,0.088
988601,16740,0.021
554809,41060,0.09
598386,26580,0.025
228963,35004,0.089
496961,16300,0.097
764766,26300,0.002
985456,44140,0.094
710036,15940,0.048
869782,35084,0.051
964360,40380,0.049
385411,30140,0.087
191943,19180,0.008
223270,30700,0.035
670106,11540,0.046
772668,32580,0.036
466856,38900,0.093
204596,21780,0.034
976513,39580,0.033
161278,27340,0.07
930068,24660,0.03
674289,46340,0.033
108327,29820,0.028
979083,50011,0.024
226341,40580,0.056
276297,39140,0.092
533455,13900,0.017
484864,15500,0.079
828890,32580,0.051
688012,13820,0.097
255869,34740,0.053
241482,11260,0.03
422936,45780,0.02
127318,22540,0.032
449973,10780,0.046
243450,15980,0.037
281533,14540,0.029
583489,47020,0.005
417013,21780,0.047
942173,34620,0.026
671435,27980,0.057
414911,42034,0.03
131481,31420,0.084
232711,42700,0.055
158029,33700,0.054
867149,16540,0.084
519675,48660,0.009
413369,25260,0.063
529889,10740,0.004
263830,26980,0.011
180806,13780,0.034
555938,16220,0.032
886998,47940,0.085
147199,30140,0.043
986150,20940,0.016
152247,50020,0.093
671751,11260,0.073
171458,15180,0.098
451866,24340,0.047
731845,50029,0.048
624209,26580,0.068
249645,38340,0.1
892878,31860,0.048
783256,42034,0.005
472228,23580,0.079
964563,29404,0.027
551648,36500,0.073
308613,14860,0.046
844900,50004,0.036
375491,50046,0.044
607677,25220,0.018
808015,50042,0.044
558110,40420,0.05
949923,26420,0.085
743551,16620,0.095
782977,46700,0.073
378950,46520,0.017
510000,50005,0.055
484853,35840,0.017
602517,27340,0.092
291441,50046,0.006
934612,29420,0.02
753669,29700,0.091
286234,33220,0.076
453416,30020,0.081
803884,46220,0.036
603976,32900,0.042
231761,38860,0.005
663893,19340,0.047
583791,20020,0.08
419958,26580,0.064
473359,22220,0.043
215353,19740,0.094
730499,39140,0.068
320992,50051,0.008
780010,16620,0.003
527892,46700,0.084
519500,39300,0.092
592262,24500,0.092
714258,25060,0.086
989311,16740,0.047
765077,47300,0.035
904414,15500,0.027
687653,34740,0.026
670243,14500,0.043
113041,42700,0.054
885573,50011,0.043
978768,0,0.093
163736,25220,0.076
941760,27900,0.066
299414,22500,0.08
603159,19780,0.047
138343,24660,0.037
789260,46060,0.093
586390,14500,0.056
225042,33740,0.006
583442,41500,0.033
125107,12700,0.036
135497,36500,0.066
948072,35980,0.097
528012,20260,0.024
724755,38540,0.067
205496,26980,0.069
743669,21140,0.072
606266,42540,0.077
837415,10740,0.096
362536,39140,0.017
954626,33124,0.03
324456,14260,0.051
496400,37620,0.046
721214,45500,0.084
265520,15680,0.002
360353,43900,0.061
525043,16020,0.082
269641,41140,0.086
423753,50031,0.017
141784,15764,0.06
305729,40420,0.021
584806,12620,0.044
873106,48660,0.009
966879,40060,0.099
742036,30620,0.083
490164,27620,0.077
711742,50042,0.053
517978,11100,0.043
411530,27500,0.095
659268,22180,0.1
362622,47580,0.008
196404,22744,0.092
167132,13380,0.067
671474,42200,0.085
496176,41620,0.083
788968,49700,0.092
455532,26620,0.019
844737,37100,0.044
962871,11540,0.098
121162,48300,0.031
800911,30340,0.024
431249,30460,0.024
478442,36100,0.046
136162,32820,0.023
433026,12580,0.064
395475,17820,0.012
726155,23420,0.019
964902,15980,0.03
440515,26900,0.021
542546,26420,0.089
735907,29820,0.069
798821,29700,0.038
842251,50021,0.018
959807,36540,0.083
898602,50005,0.091
944380,25420,0.038
138555,22380,0.045
293186,25180,0.089
205707,41540,0.021
139095,24860,0.03
445966,25220,0.084
132288,15180,0.004
574485,41700,0.002
536535,42200,0.029
980071,19140,0.051
512146,17860,0.031
610054,38540,0.084
706215,14010,0.043
728404,27180,0.099
909966,50046,0.037
868292,12620,0.042
219269,40220,0.041
264445,39900,0.046
452189,41500,0.028
287560,37964,0.013
804173,29700,0.027
123285,31140,0.083
439067,20260,0.078
280545,19380,0.081
923138,27340,0.068
704417,32580,0.023
719772,31140,0.011
220259,46060,0.092
546269,50012,0.031
958276,27860,0.023
819448,37620,0.036
997828,31084,0.041
410871,42020,0.006
190977,39460,0.048
237142,42220,0.091
753951,50037,0.087
655930,22020,0.019
723869,50055,0.092
174294,50034,0.071
259190,40140,0.033
889223,21060,0.049
328812,50008,0.084
110812,46140,0.041
106412,16020,0.004
469607,28660,0.008
523779,42034,0.098
689417,21660,0.044
131054,16860,0.089
285887,48540,0.06
532887,12100,0.015
705434,35840,0.063
608778,40220,0.075
176273,23104,0.048
576450,37860,0.072
620984,11540,0.051
531008,12980,0.009
302138,30140,0.074
809293,30780,0.029
764906,18700,0.017
735432,22380,0.008
202461,46140,0.087
955708,13900,0.082
159761,29200,0.1
660896,50020,0.02
698201,31420,0.093
428119,24260,0.074
612324,27740,0.007
947212,17860,0.097
242996,34060,0.035
460085,18580,0.058
956064,40340,0.042
869038,45104,0.076
335817,42340,0.028
194325,43580,0.091
872908,30860,0.063
696988,37964,0.053
608235,14860,0.029
854181,37460,0.053
824553,28660,0.074
532226,21140,0.088
512518,31900,0.04
425970,43524,0.08
222738,41540,0.007
605619,13780,0.063
748380,19140,0.006
456646,46140,0.035
851288,35660,0.01
618777,39460,0.087
522853,16580,0.036
217773,19140,0.027
535732,19500,0.06
528795,50031,0.049
745910,47664,0.007
986443,50037,0.039
578850,36220,0.047
820889,19660,0.088
573227,50050,0.017
541783,31180,0.032
120996,44420,0.082
384367,50023,0.029
493773,40980,0.056
155322,48300,0.046
174502,24420,0.095
278007,13980,0.051
639184,50053,0.097
485382,31084,0.066
316532,42034,0.068
590480,12620,0.096
869246,16300,0.09
268812,17980,0.028
704378,15764,0.006
899614,26580,0.089
780187,18580,0.07
568574,19340,0.085
305135,48864,0.04
628787,43340,0.074
396343,35004,0.012
502824,26900,0.083
512760,43340,0.093
734788,29020,0.075
458072,42700,0.056
464812,14100,0.056
694542,42540,0.057
868546,30620,0.059
137552,39140,0.078
435167,39300,0.008
346564,22744,0.074
229484,50047,0.031
771913,38860,0.082
403676,38060,0.094
642951,30860,0.008
880070,43340,0.087
715635,27100,0.007
738690,37860,0.078
887701,17820,0.074
227166,44180,0.036
123111,10180,0.053
323294,39540,0.017
520393,41100,0.003
612590,47664,0.052
149956,46520,0.03
879662,21300,0.081
906781,33220,0.014
828871,28100,0.076
323020,32900,0.098
669693,20100,0.043
425988,50024,0.09
792431,35300,0.055
466855,19740,0.091
232765,42034,0.016
202840,16860,0.034
118425,13460,0.086
789449,48620,0.041
982817,46520,0.036
578960,22500,0.084
633898,48660,0.001
798538,42340,0.084
101047,23104,0.089
434045,12620,0.03
926760,11244,0.039
206196,41740,0.031
640812,47260,0.087
509748,29820,0.077
170785,29340,0.093
970459,50031,0.02
119047,50026,0.048
850874,16540,0.041
542882,12220,0.089
496988,41740,0.073
703071,45460,0.087
790204,33220,0.071
526876,16700,0.087
789733,49020,0.053
232413,41940,0.082
862815,31020,0.006
734576,38060,0.007
588536,42140,0.006
363900,12220,0.1
716155,48140,0.048
774460,39900,0.005
156525,50005,0.094
153613,48900,0.082
911210,29700,0.091
940227,45220,0.05
928885,49420,0.042
390406,25540,0.094
132016,44420,0.039
195510,50004,0.041
605010,50032,0.072
460270,50029,0.031
693418,48260,0.089
655220,16580,0.077
955386,50039,0.005
493215,26620,0.054
560138,21820,0.035
986492,31740,0.069
461700,45060,0.091
875686,17140,0.061
948653,48620,0.011
566988,31140,0.038
296898,44700,0.014
179993,30700,0.031
148470,29020,0.087
896362,24660,0.004
981442,50056,0.044
861937,14860,0.002
305995,33740,0.035
166520,39740,0.044
732177,13220,0.056
806008,39380,0.087
806697,14540,0.042
478867,30460,0.016
831988,14860,0.073
194417,38060,0.014
188874,27740,0.007
196791,24220,0.002
164352,28700,0.012
470897,38060,0.016
910927,32580,0.074
911633,44700,0.015
256038,35840,0.014
466737,45500,0.035
994590,25060,0.017
859566,12260,0.05
133011,50041,0.055
357402,22500,0.005
260929,36780,0.094
870911,31340,0.083
922437,29404,0.082
390683,29020,0.014
225993,25620,0.03
619427,47940,0.088
219474,20700,0.063
246562,26420,0.071
726833,14260,0.047
178323,31900,0.004
111576,48140,0.071
667546,42540,0.083
465618,49660,0.048
382280,17420,0.087
559028,30460,0.082
827228,49180,0.088
540786,33220,0.085
480392,42020,0.055
378380,47300,0.051
687098,41884,0.097
866173,41420,0.074
930723,11100,0.077
436617,23540,0.051
742889,46520,0.025
681351,29820,0.002
602304,31084,0.046
850169,15980,0.094
959135,12620,0.051
330963,22180,0.068
664752,41060,0.071
940175,44700,0.005
157076,16860,0.003
484499,50016,0.043
351294,37620,0.075
100768,27180,0.018
798638,14540,0.057
353160,22660,0.039
511292,50010,0.012
955199,50008,0.039
513065,49660,0.024
901430,12580,0.015
994310,38860,0.013
377434,37860,0.052
264932,50006,0.092
793740,25260,0.037
964827,27500,0.016
934298,12020,0.051
250744,34980,0.062
641392,40380,0.045
253746,35840,0.027
658601,13140,0.017
633268,16740,0.059
275405,43100,0.027
159888,47664,0.031
827992,39580,0.059
267781,50020,0.096
853369,50011,0.037
786809,42020,0.077
348349,30340,0.086
938605,14540,0.094
275111,17460,0.009
350340,30860,0.063
488367,19180,0.088
637460,13380,0.038
631493,16540,0.023
685528,48700,0.088
907078,14860,0.048
915590,46140,0.097
700392,49620,0.074
930270,36420,0.083
781609,15380,0.044
589909,17300,0.062
960621,48260,0.034
591763,41660,0.015
211010,12100,0.086
351284,14010,0.024
572136,41940,0.014
528025,16974,0.063
609681,31540,0.029
700186,50039,0.063
365000,14500,0.01
986637,42340,0.067
645889,45220,0.031
916539,50056,0.08
779735,47460,0.029
652589,38340,0.087
848788,34980,0.023
972148,16700,0.033
475906,40484,0.002
248818,0,0.051
584337,24140,0.035
428815,50015,0.077
357272,13380,0.031
628010,35100,0.003
100340,35614,0.027
752073,15680,0.021
936447,48700,0.014
957047,29620,0.04
819538,39580,0.042
539987,40220,0.032
161066,31900,0.087
289145,40340,0.04
163981,49340,0.051
201982,38060,0.067
882803,48864,0.024
265558,16940,0.012
436767,24780,0.082
780497,45500,0.003
608950,48300,0.067
162066,17980,0.039
899081,48864,0.08
718455,47260,0.063
553144,16860,0.097
237790,18700,0.09
212909,35840,0.047
192152,38220,0.097
658450,22020,0.057
723626,29700,0.053
999419,29180,0.008
207845,27740,0.026
752257,42220,0.017
780241,17900,0.032
361634,15680,0.084
939654,19124,0.078
122142,24260,0.021
163061,49620,0.083
963823,12100,0.023
237864,34980,0.043
800192,24660,0.06
789894,13460,0.012
970732,33460,0.031
251649,50053,0.093
392975,23900,0.06
971319,43620,0.069
587394,50051,0.014
855744,12100,0.052
526322,29340,0.049
395246,50027,0.03
166169,19060,0.007
541405,42020,0.026
391139,17860,0.034
136863,40220,0.047
210786,29740,0.037
700929,20940,0.053
450429,40220,0.016
456351,15680,0.076
140294,23540,0.083
518169,41940,0.032
582465,28420,0.045
911190,27980,0.051
512339,35084,0.013
330982,15940,0.068
423586,23580,0.099
860499,34060,0.076
406405,23060,0.071
681454,48660,0.055
407773,13980,0.058
385184,15260,0.037
546757,41660,0.064
622926,47020,0.02
595426,41420,0.093
880306,39540,0.062
174570,39660,0.029
902221,50006,0.085
455916,19380,0.071
816754,21820,0.007
572904,43580,0.068
265733,42020,0.037
467372,50022,0.033
512752,44940,0.06
354471,10180,0.078
697391,29420,0.091
936161,15804,0.051
961178,36084,0.034
443425,19804,0.054
217593,38900,0.046
667827,11020,0.035
389773,25180,0.033
888616,16740,0.058
171541,46140,0.054
403524,35980,0.031
262538,48060,0.029
581195,20524,0.039
250591,25940,0.083
813554,31420,0.079
353809,50054,0.034
112787,42220,0.038
606897,50028,0.097
635717,15764,0.027
992645,19804,0.011
329484,33220,0.016
393746,24020,0.048
564894,47940,0.032
416601,26580,0.035
352786,40140,0.014
929760,13980,0.059
516450,44420,0.066
652354,50048,0.016
161928,41700,0.038
469385,35380,0.006
845365,50040,0.083
366397,25260,0.068
762326,38900,0.006
572251,13900,0.042
168395,22140,0.034
328633,50005,0.085
206416,25620,0.018
208742,44100,0.066
457378,25500,0.071
895197,47380,0.049
633941,37100,0.072
102152,28100,0.045
633701,43780,0.097
129706,45104,0.018
556614,21140,0.093
645132,45940,0.032
349378,42200,0.02
367730,0,0.063
904375,36140,0.076
237724,45500,0.027
986030,33460,0.048
893169,27500,0.02
309384,41700,0.076
863027,35614,0.086
991598,12540,0.077
596691,18700,0.073
764503,15804,0.04
487512,50051,0.063
865799,18700,0.08
438825,33700,0.068
663476,40660,0.071
716093,41620,0.079
395883,24540,0.006
119462,40140,0.083
525392,41884,0.02
361653,49620,0.051
635427,20524,0.064
962469,15180,0.045
105872,40660,0.008
708916,46060,0.015
764926,12940,0.013
989153,43580,0.084
913102,29820,0.024
884796,40660,0.01
379698,50051,0.083
744421,23460,0.016
416597,45220,0.035
234162,12260,0.042
206568,26140,0.008
137502,50030,0.095
885692,12540,0.034
844691,23844,0.019
654193,27260,0.09
374445,42340,0.099
282233,19460,0.008
698668,49180,0.019
477630,35380,0.068
923679,50035,0.1
716979,39460,0.005
811288,42340,0.034
858224,39460,0.04
972845,29404,0.019
560490,27980,0.099
695550,48260,0.026
406083,47020,0.058
158274,31740,0.037
666799,47940,0.021
351760,12980,0.004
700556,12060,0.01
976186,48864,0.07
137157,17820,0.012
801445,37860,0.053
351619,31860,0.078
906358,12020,0.089
956331,50045,0.093
245911,24300,0.059
101812,22500,0.06
395605,12700,0.067
151703,14740,0.081
176440,21300,0.094
932748,37860,0.022
165242,22540,0.013
960133,27260,0.013
273128,40980,0.054
379423,50048,0.081
257837,12580,0.089
476129,14010,0.082
164504,25180,0.046
235556,26140,0.041
730799,26980,0.037
672900,34620,0.01
172625,50049,0.015
569651,30460,0.038
400345,48864,0.013
462887,50046,0.038
548900,46060,0.003
179371,41420,0.056
978272,30020,0.098
542551,30460,0.055
255200,50050,0.035
628409,28700,0.061
266790,49660,0.05
205309,47300,0.065
748796,10740,0.083
568018,35084,0.08
667076,41100,0.052
261710,18700,0.064
261222,50034,0.047
227388,33124,0.039
360894,50013,0.023
923287,47220,0.034
708201,22220,0.045
270400,30140,0.044
338287,44100,0.077
175789,31860,0.06
260659,25420,0.058
314407,41620,0.076
758066,50006,0.051
204130,33140,0.039
215363,17140,0.029
469452,46340,0.093
423103,50051,0.001
430256,33124,0.084
560856,18020,0.087
893721,12540,0.027
628168,20020,0.027
222791,29180,0.076
767233,16820,0.006
786947,10900,0.033
277010,29940,0.069
711835,10900,0.007
489936,33540,0.017
358251,37100,0.092
809602,41140,0.043
662167,31460,0.067
373914,13820,0.097
496990,15260,0.038
452778,41100,0.079
667406,43300,0.016
271090,25500,0.094
762510,29180,0.06
564551,24420,0.015
311005,15804,0.005
854947,29420,0.048
816934,18700,0.071
105632,24020,0.094
878202,16860,0.048
858618,50022,0.055
709242,15764,0.091
898823,17820,0.08
752660,24580,0.013
223440,26420,0.004
831877,13780,0.011
946394,50027,0.03
631261,17900,0.038
900918,36260,0.042
781102,50027,0.02
541048,24540,0.004
739682,44940,0.011
642532,31460,0.058
510594,16220,0.04
150128,48700,0.013
810458,20700,0.041
209914,39380,0.024
438353,50045,0.064
980553,33740,0.058
220466,35084,0.01
239182,20524,0.036
782488,14010,0.08
675467,41620,0.022
366944,17780,0.062
