name,base,hieght
2140,49,37
2141,17,68
2142,53,54
2143,53,84
2144,63,89
2145,35,31
2146,76,13
2147,69,21
2148,76,94
2149,84,78
2150,11,71
2151,96,96
2152,89,80
2153,60,50
2154,76,62
2155,79,30
2156,27,69
2157,55,36
2158,55,68
2159,75,43
2160,28,55
2161,51,28
2162,65,26
2163,81,61
2164,95,28
2165,57,60
2166,68,76
2167,79,19
2168,41,42
2169,64,71
2170,26,25
2171,40,12
2172,97,57
2173,18,37
2174,17,64
2175,59,38
2176,44,24
2177,78,46
2178,14,63
2179,66,91
2180,80,53
2181,40,90
2182,95,11
2183,13,44
2184,71,33
2185,43,84
2186,64,18
2187,73,38
2188,95,21
2189,97,95
2190,47,69
2191,98,62
2192,18,19
2193,77,28
2194,29,94
2195,51,40
2196,19,52
2197,39,58
2198,30,84
2199,81,80
2200,29,54
2201,85,30
2202,61,13
2203,19,81
2204,46,41
2205,36,72
2206,70,64
2207,34,20
2208,39,77
2209,73,33
2210,63,86
2211,43,12
2212,83,91
2213,73,39
2214,21,58
2215,12,94
2216,45,26
2217,19,75
2218,38,44
2219,11,73
2220,57,10
2221,79,46
2222,99,31
2223,13,20
2224,20,49
2225,63,32
2226,50,15
2227,18,87
2228,46,76
2229,18,44
2230,83,81
2231,74,78
2232,70,56
2233,36,99
2234,77,39
2235,33,56
2236,82,81
2237,18,63
2238,67,87
2239,35,26
2240,14,35
2241,18,81
2242,15,15
2243,67,53
2244,29,45
2245,37,94
2246,62,28
2247,45,14
2248,35,73
2249,45,94
2250,49,24
2251,93,93
2252,16,90
2253,46,73
2254,18,35
2255,36,35
2256,60,54
2257,38,53
2258,93,44
2259,46,37
2260,18,87
2261,97,63
2262,71,96
2263,84,11
2264,11,12
2265,39,47
2266,37,89
2267,30,19
2268,49,30
2269,88,15
2270,86,28
2271,11,33
2272,74,30
2273,88,40
2274,12,16
2275,27,95
2276,85,94
2277,12,49
2278,40,25
2279,36,77
2280,52,57
2281,61,83
2282,73,44
2283,41,52
2284,98,59
2285,52,65
2286,49,15
2287,23,80
2288,30,40
2289,49,94
2290,17,89
2291,64,50
2292,61,54
2293,46,17
2294,79,73
2295,61,26
2296,77,81
2297,49,83
2298,21,74
2299,69,61
2300,36,71
2301,55,87
2302,79,24
2303,69,75
2304,16,65
2305,38,83
2306,69,27
2307,61,69
2308,97,31
2309,98,63
2310,96,99
2311,58,60
2312,96,91
2313,86,99
2314,17,48
2315,85,20
2316,45,71
2317,51,48
2318,73,35
2319,82,38
2320,65,57
2321,99,59
2322,64,75
2323,26,98
2324,47,27
2325,92,43
2326,54,26
2327,43,68
2328,93,14
2329,36,87
2330,55,13
2331,74,27
2332,36,69
2333,92,21
2334,24,34
2335,66,67
2336,12,88
2337,17,42
2338,35,11
2339,47,57
2340,67,66
2341,57,59
2342,54,53
2343,50,35
2344,89,57
2345,13,97
2346,26,22
2347,12,74
2348,74,76
2349,47,10
2350,28,94
2351,24,31
2352,21,15
2353,72,51
2354,92,38
2355,67,40
2356,96,36
2357,78,63
2358,21,29
2359,78,43
2360,21,71
2361,79,26
2362,37,81
2363,59,53
2364,16,22
2365,60,80
2366,95,55
2367,65,54
2368,32,24
2369,30,72
2370,40,83
2371,74,91
2372,65,25
2373,10,87
2374,90,39
2375,50,13
2376,60,56
2377,28,32
2378,16,92
2379,64,93
2380,83,100
2381,13,92
2382,84,50
2383,51,96
2384,25,65
2385,53,96
2386,47,84
2387,15,47
2388,88,55
2389,22,40
2390,99,37
2391,67,45
2392,37,78
2393,36,58
2394,92,80
2395,75,14
2396,21,86
2397,59,82
2398,59,75
2399,54,17
2400,16,69
2401,13,81
2402,79,30
2403,82,76
2404,63,50
2405,27,67
2406,90,42
2407,11,57
2408,92,92
2409,21,13
2410,54,12
2411,70,41
2412,24,91
2413,30,15
2414,19,87
2415,56,30
2416,14,14
2417,81,65
2418,21,33
2419,18,97
2420,42,29
2421,88,52
2422,85,40
2423,26,56
2424,42,85
2425,66,75
2426,91,84
2427,99,29
2428,63,18
2429,81,34
2430,32,18
2431,22,90
2432,98,26
2433,65,27
2434,14,64
2435,54,20
2436,16,79
2437,22,15
2438,50,55
2439,70,19
2440,50,51
2441,13,84
2442,29,27
2443,67,40
2444,58,43
2445,63,50
2446,28,92
2447,79,62
2448,28,93
2449,33,57
2450,57,54
2451,20,10
2452,70,19
2453,40,41
2454,13,10
2455,32,25
2456,71,74
2457,47,85
2458,44,18
2459,27,100
2460,95,43
2461,96,57
2462,41,16
2463,72,67
2464,95,18
2465,73,80
2466,43,60
2467,33,49
2468,88,76
2469,75,63
2470,63,11
2471,69,17
2472,99,34
2473,34,30
2474,52,32
2475,49,95
2476,34,76
2477,15,16
2478,93,43
2479,90,73
2480,100,51
2481,46,36
2482,20,60
2483,87,96
2484,39,57
2485,96,92
2486,13,45
2487,69,92
2488,29,17
2489,24,87
2490,49,80
2491,18,46
2492,35,69
2493,85,47
2494,98,24
2495,50,72
2496,24,48
2497,18,30
2498,47,29
2499,29,57
2500,52,17
2501,63,62
2502,99,86
2503,35,63
2504,41,46
2505,66,84
2506,47,44
2507,64,35
2508,62,89
2509,66,98
2510,44,86
2511,21,14
2512,48,22
2513,98,53
2514,29,66
2515,50,61
2516,25,85
2517,10,95
2518,71,98
2519,49,36
2520,63,56
2521,63,81
2522,63,30
2523,44,77
2524,34,97
2525,11,41
2526,88,87
2527,35,14
2528,69,95
2529,75,52
2530,14,82
2531,90,75
2532,79,41
2533,11,31
2534,14,100
2535,27,53
2536,65,30
2537,79,47
2538,10,59
2539,53,19
2540,48,91
2541,13,78
2542,27,38
2543,43,94
2544,29,62
2545,83,88
2546,47,70
2547,74,27
2548,90,57
2549,65,13
2550,53,81
2551,67,87
2552,73,99
2553,48,39
2554,82,18
2555,39,36
2556,47,78
2557,43,64
2558,72,51
2559,56,30
2560,19,90
2561,47,44
2562,68,23
2563,81,91
2564,78,67
2565,82,92
2566,79,34
2567,98,36
2568,42,77
2569,93,24
2570,27,37
2571,29,82
2572,18,96
2573,72,73
2574,13,68
2575,37,10
2576,78,80
2577,18,53
2578,95,78
2579,72,36
2580,55,37
2581,80,15
2582,35,89
2583,50,37
2584,22,14
2585,94,30
2586,42,18
2587,72,45
2588,99,44
2589,47,50
2590,51,55
2591,21,90
2592,28,99
2593,30,22
2594,14,50
2595,40,68
2596,34,52
2597,51,26
2598,77,26
2599,91,17
2600,83,19
2601,81,47
2602,90,54
2603,32,35
2604,82,95
2605,25,90
2606,47,41
2607,76,61
2608,16,93
2609,98,44
2610,90,14
2611,12,28
2612,100,18
2613,17,99
2614,43,91
2615,22,84
2616,44,89
2617,60,92
2618,19,50
2619,40,47
2620,95,74
2621,25,35
2622,70,50
2623,19,91
2624,21,95
2625,89,76
2626,62,27
2627,76,72
2628,32,15
2629,46,50
2630,86,38
2631,74,10
2632,75,27
2633,46,64
2634,51,33
2635,48,67
2636,73,47
2637,27,78
2638,94,28
2639,94,65
2640,91,33
2641,25,71
2642,35,80
2643,85,47
2644,39,69
2645,70,34
2646,13,33
2647,32,56
2648,81,20
2649,30,40
2650,49,74
2651,16,65
2652,87,12
2653,25,81
2654,33,19
2655,93,84
2656,36,52
2657,21,54
2658,33,21
2659,41,40
2660,33,14
2661,48,50
2662,81,83
2663,86,56
2664,85,18
2665,15,35
2666,51,91
2667,16,82
2668,21,82
2669,73,57
2670,51,23
2671,69,93
2672,48,26
2673,43,74
2674,96,96
2675,73,48
2676,39,48
2677,74,37
2678,35,78
2679,57,13
2680,62,60
2681,68,29
2682,81,60
2683,86,26
2684,49,70
2685,25,20
2686,52,87
2687,16,91
2688,50,54
2689,35,54
2690,30,29
2691,13,13
2692,70,78
2693,69,95
2694,57,81
2695,73,85
2696,96,89
2697,100,53
2698,77,38
2699,40,52
2700,24,81
2701,96,61
2702,27,82
2703,81,99
2704,38,42
2705,70,10
2706,86,78
2707,44,92
2708,61,74
2709,42,19
2710,100,74
2711,75,82
2712,28,41
2713,76,28
2714,95,79
2715,78,35
2716,95,30
2717,18,45
2718,75,56
2719,52,78
2720,77,89
2721,67,82
2722,54,27
2723,83,35
2724,47,55
2725,19,70
2726,48,95
2727,68,36
2728,79,93
2729,18,55
2730,32,34
2731,62,55
2732,45,89
2733,86,41
2734,92,63
2735,87,68
2736,84,53
2737,77,96
2738,84,44
2739,18,24
2740,55,98
2741,85,25
2742,49,58
2743,21,83
2744,42,96
2745,31,41
2746,29,93
2747,51,95
2748,32,61
2749,11,33
2750,54,13
2751,28,91
2752,30,63
2753,20,59
2754,13,64
2755,13,36
2756,40,78
2757,16,65
2758,97,40
2759,64,62
2760,75,32
2761,82,23
2762,68,40
2763,42,64
2764,86,73
2765,80,32
2766,97,54
2767,43,69
2768,93,79
2769,69,18
2770,98,37
2771,14,79
2772,19,80
2773,57,73
2774,60,23
2775,65,48
2776,33,95
2777,24,61
2778,78,10
2779,22,68
2780,89,53
2781,68,13
2782,18,76
2783,99,21
2784,39,39
2785,88,22
2786,74,64
2787,13,49
2788,98,10
2789,97,86
2790,18,97
2791,39,72
2792,91,52
2793,85,63
2794,96,71
2795,76,39
2796,45,92
2797,91,29
2798,55,19
2799,20,71
2800,28,40
2801,94,63
2802,18,60
2803,48,26
2804,58,38
2805,11,34
2806,90,78
2807,16,68
2808,93,36
2809,100,14
2810,93,40
2811,44,75
2812,63,43
2813,73,39
2814,24,87
2815,12,49
2816,89,83
2817,72,82
2818,28,83
2819,54,71
2820,90,46
2821,67,19
2822,67,82
2823,72,72
2824,70,25
2825,33,13
2826,77,63
2827,16,93
2828,24,21
2829,92,73
2830,86,22
2831,94,46
2832,64,12
2833,10,100
2834,30,87
2835,33,10
2836,90,100
2837,65,100
2838,48,71
2839,63,72
2840,70,47
2841,53,27
2842,100,12
2843,98,16
2844,67,64
2845,27,44
2846,43,54
2847,30,49
2848,17,57
2849,42,41
2850,59,54
2851,11,42
2852,21,100
2853,53,46
2854,61,45
2855,23,64
2856,55,64
2857,68,39
2858,27,48
2859,32,20
2860,95,79
2861,52,29
2862,14,32
2863,71,33
2864,87,11
2865,28,100
2866,36,35
2867,62,54
2868,10,33
2869,15,32
2870,64,26
2871,29,41
2872,61,79
2873,96,97
2874,29,31
2875,46,62
2876,55,21
2877,43,63
2878,80,37
2879,82,42
2880,96,78
2881,37,10
2882,67,32
2883,96,74
2884,51,66
2885,85,18
2886,96,48
2887,74,89
2888,78,54
2889,18,89
2890,34,84
2891,37,83
2892,98,32
2893,79,53
2894,46,55
2895,97,83
2896,66,16
2897,53,27
2898,43,38
2899,76,62
2900,80,71
2901,70,20
2902,73,53
2903,36,100
2904,47,47
2905,71,95
2906,74,19
2907,20,45
2908,59,79
2909,17,40
2910,14,10
2911,15,58
2912,11,12
2913,26,29
2914,13,51
2915,55,62
2916,50,80
2917,13,80
2918,51,37
2919,66,32
2920,10,25
2921,26,49
2922,92,36
2923,34,21
2924,55,27
2925,59,44
2926,68,51
2927,98,57
2928,63,69
2929,28,64
2930,93,89
2931,38,78
2932,60,94
2933,90,92
2934,79,24
2935,43,44
2936,56,41
2937,45,60
2938,62,92
2939,72,35
2940,41,61
2941,85,76
2942,58,54
2943,22,95
2944,87,30
2945,26,54
2946,99,52
2947,25,15
2948,56,34
2949,19,23
2950,23,49
2951,34,85
2952,27,91
2953,43,99
2954,30,55
2955,55,87
2956,50,25
2957,11,43
2958,38,19
2959,46,49
2960,81,63
2961,34,48
2962,39,95
2963,12,66
2964,69,75
2965,80,59
2966,69,84
2967,41,58
2968,16,63
2969,34,68
2970,53,93
2971,25,11
2972,27,65
2973,31,15
2974,43,95
2975,20,88
2976,91,51
2977,18,35
2978,69,39
2979,63,42
2980,32,60
2981,43,99
2982,39,73
2983,27,100
2984,60,88
2985,28,37
2986,42,26
2987,73,47
2988,22,26
2989,21,18
2990,24,40
2991,80,66
2992,80,14
2993,79,17
2994,71,14
2995,93,68
2996,98,22
2997,63,28
2998,71,51
2999,58,26
3000,85,16
3001,60,11
3002,55,52
3003,45,38
3004,37,52
3005,58,53
3006,76,32
3007,79,28
3008,73,36
3009,70,92
3010,38,72
3011,87,14
3012,73,85
3013,14,62
3014,78,55
3015,75,99
3016,45,55
3017,12,42
3018,48,37
3019,89,32
3020,22,22
3021,58,19
3022,57,83
3023,81,14
3024,71,23
3025,81,97
3026,16,70
3027,10,21
3028,68,23
3029,11,100
3030,39,36
3031,49,82
3032,74,22
3033,92,44
3034,23,49
3035,21,33
3036,14,92
3037,30,87
3038,29,79
3039,66,16
3040,31,96
3041,92,100
3042,51,13
3043,55,77
3044,34,72
3045,60,27
3046,76,24
3047,34,94
3048,71,35
3049,72,74
3050,42,35
3051,85,80
3052,88,84
3053,10,70
3054,97,62
3055,26,60
3056,13,11
3057,43,68
3058,25,75
3059,38,19
3060,42,63
3061,96,83
3062,35,83
3063,47,19
3064,50,93
3065,85,19
3066,35,50
3067,13,47
3068,43,18
3069,92,100
3070,17,70
3071,84,28
3072,30,72
3073,67,54
3074,96,25
3075,45,92
3076,96,21
3077,18,48
3078,48,76
3079,14,31
3080,30,70
3081,91,88
3082,72,91
3083,32,50
3084,59,15
3085,33,23
3086,28,78
3087,99,68
3088,66,62
3089,55,31
3090,56,99
3091,58,65
3092,84,42
3093,10,77
3094,23,14
3095,31,32
3096,55,14
3097,25,11
3098,80,77
3099,44,83
3100,64,36
3101,86,77
3102,20,29
3103,87,38
3104,47,94
3105,58,58
3106,86,82
3107,64,42
3108,92,41
3109,15,69
3110,37,83
3111,38,93
3112,53,19
3113,25,77
3114,52,98
3115,34,85
3116,28,92
3117,80,54
3118,60,58
3119,32,36
3120,16,89
3121,51,65
3122,81,58
3123,93,50
3124,56,61
3125,70,28
3126,60,62
3127,14,22
3128,30,51
3129,69,31
3130,57,36
3131,77,92
3132,46,47
3133,54,89
3134,91,91
3135,47,54
3136,36,16
3137,32,97
3138,64,48
3139,41,92
3140,43,19
3141,95,13
3142,81,77
3143,51,45
3144,42,48
3145,97,97
3146,50,58
3147,46,49
3148,14,79
3149,51,41
3150,64,45
3151,84,63
3152,92,99
3153,21,77
3154,14,63
3155,97,36
3156,96,68
3157,74,75
3158,35,68
3159,82,99
3160,59,67
3161,68,44
3162,61,83
3163,29,53
3164,82,50
3165,70,44
3166,34,60
3167,57,28
3168,88,81
3169,56,82
3170,82,72
3171,18,20
3172,37,99
3173,57,69
3174,16,34
3175,54,75
3176,63,30
3177,48,42
3178,61,92
3179,25,100
3180,21,86
3181,11,59
3182,41,32
3183,39,49
3184,18,71
3185,75,93
3186,57,58
3187,13,13
3188,50,17
3189,74,86
3190,71,92
3191,18,75
3192,78,73
3193,14,48
3194,12,27
3195,22,74
3196,75,83
3197,100,95
3198,84,64
3199,87,35
3200,89,84
3201,10,25
3202,30,84
3203,78,14
3204,78,92
3205,54,15
3206,58,96
3207,16,20
3208,81,81
3209,25,61
3210,65,69
3211,29,33
3212,85,93
3213,51,69
3214,71,50
3215,72,45
3216,51,26
3217,99,54
3218,99,74
3219,54,71
3220,22,84
3221,23,62
3222,36,80
3223,64,99
3224,90,28
3225,95,63
3226,47,75
3227,65,63
3228,42,14
3229,86,43
3230,81,86
3231,99,32
3232,13,10
3233,69,18
3234,46,52
3235,50,69
3236,76,97
3237,69,88
3238,65,25
3239,72,78
3240,13,10
3241,11,25
3242,12,20
3243,87,84
3244,83,73
3245,72,60
3246,100,12
3247,95,99
3248,10,34
3249,16,17
3250,97,40
3251,63,96
3252,14,37
3253,11,40
3254,74,27
3255,89,82
3256,32,45
3257,42,84
3258,91,46
3259,71,60
3260,44,81
3261,84,28
3262,73,63
3263,80,19
3264,55,14
3265,93,41
3266,65,86
3267,48,54
3268,86,70
3269,61,42
3270,12,14
3271,79,80
3272,67,78
3273,31,92
3274,60,88
3275,79,16
3276,32,82
3277,10,50
3278,25,53
3279,35,14
3280,22,74
3281,55,52
3282,73,74
3283,79,23
3284,97,99
3285,91,84
3286,16,50
3287,49,83
3288,76,28
3289,79,69
3290,99,32
3291,41,96
3292,20,92
3293,50,79
3294,32,33
3295,74,54
3296,75,41
3297,87,90
3298,16,73
3299,76,43
3300,62,14
3301,71,56
3302,47,10
3303,49,45
3304,17,83
3305,97,56
3306,42,25
3307,32,26
3308,28,29
3309,39,20
3310,69,84
3311,12,79
3312,81,64
3313,50,12
3314,41,33
3315,81,60
3316,23,68
3317,75,49
3318,29,45
3319,28,25
3320,77,96
3321,13,93
3322,41,89
3323,65,72
3324,61,14
3325,19,29
3326,44,12
3327,96,20
3328,65,61
3329,68,73
3330,13,18
3331,87,11
3332,30,17
3333,88,21
3334,55,63
3335,14,99
3336,44,45
3337,94,89
3338,47,95
3339,74,36
3340,51,50
3341,82,31
3342,34,44
3343,92,86
3344,14,20
3345,77,25
3346,92,26
3347,50,33
3348,57,83
3349,81,16
3350,67,30
3351,100,82
3352,78,42
3353,28,57
3354,76,51
3355,45,11
3356,44,56
3357,56,48
3358,26,36
3359,82,53
3360,50,81
3361,45,24
3362,77,24
3363,21,41
3364,75,47
3365,89,85
3366,80,60
3367,51,72
3368,90,81
3369,30,93
3370,90,63
3371,70,89
3372,25,55
3373,92,84
3374,10,56
3375,68,33
3376,61,87
3377,20,77
3378,80,44
3379,46,59
3380,96,40
3381,78,74
3382,85,96
3383,24,75
3384,41,24
3385,28,43
3386,75,30
3387,97,33
3388,49,58
3389,74,100
3390,72,86
3391,11,50
3392,93,35
3393,38,33
3394,45,84
3395,41,92
3396,56,26
3397,69,40
3398,98,18
3399,48,91
3400,87,51
3401,26,89
3402,24,57
3403,16,63
3404,51,58
3405,31,72
3406,10,75
3407,14,79
3408,84,74
3409,38,48
3410,93,32
3411,12,79
3412,63,76
3413,55,79
3414,61,90
3415,73,82
3416,45,66
3417,82,19
3418,25,30
3419,51,89
3420,26,13
3421,68,43
3422,55,43
3423,71,24
3424,100,63
3425,13,32
3426,70,14
3427,94,100
3428,35,25
3429,24,44
3430,76,78
3431,11,16
3432,94,69
3433,71,91
3434,62,17
3435,99,87
3436,30,56
3437,100,20
3438,54,59
3439,17,75
3440,54,39
3441,31,53
3442,86,66
3443,94,24
3444,45,39
3445,62,74
3446,56,11
3447,61,53
3448,90,52
3449,38,59
3450,71,76
3451,82,41
3452,48,38
3453,55,56
3454,58,73
3455,92,94
3456,56,20
3457,94,75
3458,88,39
3459,18,59
3460,30,44
3461,43,57
3462,30,74
3463,34,65
3464,10,86
3465,30,31
3466,78,79
3467,53,47
3468,48,20
3469,88,96
3470,21,80
3471,25,53
3472,54,92
3473,93,72
3474,31,52
3475,55,72
3476,94,83
3477,37,31
3478,76,91
3479,62,60
3480,34,17
3481,44,96
3482,74,100
3483,41,87
3484,62,100
3485,47,34
3486,86,62
3487,31,47
3488,10,26
3489,38,97
3490,57,81
3491,40,35
3492,30,78
3493,29,83
3494,47,71
3495,85,85
3496,23,24
3497,30,56
3498,50,15
3499,18,25
3500,51,23
3501,86,65
3502,45,96
3503,23,46
3504,82,13
3505,21,28
3506,66,71
3507,74,25
3508,21,61
3509,38,47
3510,75,69
3511,83,12
3512,81,40
3513,27,89
3514,80,63
3515,28,58
3516,90,68
3517,89,71
3518,97,16
3519,85,56
3520,44,83
3521,74,28
3522,54,74
3523,48,50
3524,38,74
3525,74,74
3526,41,23
3527,97,90
3528,84,37
3529,46,84
3530,52,43
3531,73,84
3532,56,70
3533,99,80
3534,29,17
3535,27,93
3536,72,65
3537,38,48
3538,30,54
3539,39,82
3540,55,94
3541,88,96
3542,92,70
3543,38,90
3544,43,23
3545,48,18
3546,55,66
3547,12,56
3548,26,22
3549,57,38
3550,51,11
3551,96,98
3552,95,45
3553,15,52
3554,29,89
3555,69,98
3556,74,64
3557,16,97
3558,26,24
3559,37,32
3560,26,15
3561,44,63
3562,71,48
3563,56,41
3564,22,81
3565,47,64
3566,91,71
3567,23,29
3568,90,23
3569,10,92
3570,14,54
3571,51,59
3572,67,65
3573,59,76
3574,75,33
3575,99,22
3576,97,42
3577,69,76
3578,46,78
3579,97,65
3580,64,41
3581,92,33
3582,87,63
3583,28,30
3584,39,11
3585,49,83
3586,55,62
3587,74,75
3588,19,23
3589,64,95
3590,51,51
3591,11,57
3592,89,22
3593,25,73
3594,38,47
3595,47,48
3596,89,96
3597,40,38
3598,75,63
3599,29,55
3600,67,49
3601,81,79
3602,57,44
3603,83,90
3604,23,10
3605,95,64
3606,58,38
3607,34,73
3608,21,24
3609,48,55
3610,81,93
3611,31,45
3612,21,17
3613,62,10
3614,60,61
3615,33,20
3616,75,91
3617,16,49
3618,45,78
3619,23,76
3620,35,81
3621,92,16
3622,55,56
3623,60,43
3624,84,96
3625,61,41
3626,54,39
3627,95,45
3628,55,55
3629,81,91
3630,46,79
3631,98,42
3632,48,38
3633,48,28
3634,19,11
3635,84,21
3636,24,55
3637,35,33
3638,65,20
3639,13,58
3640,27,20
3641,61,27
3642,40,85
3643,43,98
3644,26,63
3645,29,57
3646,94,70
3647,42,99
3648,60,76
3649,41,74
3650,50,32
3651,96,19
3652,93,70
3653,54,52
3654,18,35
3655,71,45
3656,51,80
3657,42,59
3658,86,97
3659,21,86
3660,92,41
3661,87,77
3662,42,39
3663,48,87
3664,90,23
3665,18,10
3666,83,48
3667,20,23
3668,34,91
3669,22,75
3670,92,32
3671,90,75
3672,39,39
3673,86,84
3674,38,97
3675,72,49
3676,10,14
3677,93,46
3678,72,23
3679,62,91
3680,23,52
3681,34,97
3682,26,77
3683,10,54
3684,25,35
3685,61,22
3686,87,12
3687,78,11
3688,63,65
3689,48,13
3690,21,32
3691,65,21
3692,46,25
3693,55,78
3694,13,33
3695,75,93
3696,63,83
3697,80,17
3698,16,85
3699,44,72
3700,11,61
3701,67,33
3702,31,90
3703,64,39
3704,51,38
3705,70,16
3706,66,40
3707,88,45
3708,71,55
3709,84,61
3710,81,12
3711,72,80
3712,93,12
3713,20,63
3714,75,19
3715,57,24
3716,67,37
3717,59,99
3718,52,51
3719,39,37
3720,25,73
3721,39,72
3722,44,62
3723,43,30
3724,48,82
3725,26,36
3726,31,29
3727,55,60
3728,48,66
3729,18,82
3730,55,62
3731,53,23
3732,17,31
3733,20,28
3734,63,40
3735,45,42
3736,75,66
3737,24,85
3738,40,53
3739,36,71
3740,12,49
3741,52,51
3742,61,57
3743,97,25
3744,71,73
3745,80,59
3746,99,75
3747,86,10
3748,80,51
3749,23,51
3750,32,16
3751,65,54
3752,69,53
3753,37,41
3754,60,71
3755,74,61
3756,78,62
3757,23,11
3758,73,64
3759,41,89
3760,81,46
3761,46,100
3762,98,26
3763,65,80
3764,73,84
3765,84,87
3766,50,28
3767,59,20
3768,70,22
3769,92,45
3770,12,99
3771,50,41
3772,90,53
3773,66,80
3774,70,95
3775,86,98
3776,24,62
3777,33,69
3778,60,46
3779,57,86
3780,70,70
3781,75,29
3782,33,83
3783,22,98
3784,68,82
3785,65,49
3786,69,24
3787,71,63
3788,31,56
3789,63,23
3790,79,29
3791,77,55
3792,53,23
3793,87,25
3794,43,47
3795,51,74
3796,48,13
3797,35,76
3798,19,77
3799,93,35
3800,46,71
3801,66,76
3802,34,42
3803,38,38
3804,54,21
3805,19,94
3806,67,53
3807,41,64
3808,89,60
3809,76,21
3810,52,67
3811,27,14
3812,92,78
3813,82,11
3814,80,56
3815,53,25
3816,25,10
3817,12,62
3818,74,49
3819,34,53
3820,79,65
3821,87,13
3822,41,41
3823,100,48
3824,90,45
3825,35,88
3826,94,35
3827,84,51
3828,51,65
3829,62,84
3830,45,22
3831,50,23
3832,52,12
3833,57,79
3834,32,91
3835,58,15
3836,99,95
3837,78,16
3838,68,56
3839,41,49
3840,69,48
3841,25,62
3842,71,93
3843,55,30
3844,96,62
3845,93,14
3846,38,17
3847,36,77
3848,67,75
3849,70,74
3850,13,11
3851,39,100
3852,28,35
3853,62,12
3854,28,64
3855,90,66
3856,18,14
3857,54,76
3858,80,74
3859,73,58
3860,50,15
3861,45,39
3862,15,75
3863,74,68
3864,62,26
3865,15,18
3866,70,75
3867,62,66
3868,90,25
3869,61,63
3870,69,75
3871,49,33
3872,14,64
3873,41,98
3874,19,67
3875,51,29
3876,74,64
3877,75,20
3878,26,33
3879,95,76
3880,91,89
3881,27,87
3882,49,19
3883,60,59
3884,41,68
3885,92,17
3886,11,77
3887,86,47
3888,12,41
3889,80,60
3890,62,43
3891,44,64
3892,92,39
3893,53,38
3894,75,53
3895,60,86
3896,49,22
3897,59,86
3898,48,88
3899,70,39
3900,78,45
3901,15,99
3902,59,85
3903,65,75
3904,58,13
3905,80,27
3906,74,97
3907,65,94
3908,16,95
3909,33,34
3910,62,80
3911,12,70
3912,35,61
3913,26,74
3914,96,26
3915,70,52
3916,70,18
3917,89,95
3918,13,36
3919,41,44
3920,73,41
3921,90,75
3922,69,65
3923,93,21
3924,38,21
3925,44,47
3926,11,70
3927,76,100
3928,17,57
3929,59,76
3930,93,83
3931,97,12
3932,85,74
3933,55,57
3934,16,28
3935,96,49
3936,99,25
3937,48,82
3938,42,91
3939,82,38
3940,46,65
3941,46,83
3942,66,51
3943,90,52
3944,45,46
3945,49,30
3946,63,30
3947,10,64
3948,82,59
3949,77,35
3950,100,32
3951,92,77
3952,25,16
3953,63,54
3954,100,46
3955,70,90
3956,40,49
3957,24,66
3958,28,17
3959,38,25
3960,68,50
3961,52,43
3962,59,71
3963,80,93
3964,92,74
3965,65,17
3966,27,80
3967,27,45
3968,38,47
3969,30,48
3970,13,31
3971,37,100
3972,94,33
3973,66,93
3974,46,48
3975,92,62
3976,93,60
3977,88,75
3978,66,57
3979,62,96
3980,20,45
3981,93,26
3982,16,52
3983,70,100
3984,84,76
3985,82,89
3986,10,39
3987,87,82
3988,82,86
3989,70,18
3990,41,27
3991,70,29
3992,78,22
3993,79,32
3994,62,13
3995,84,50
3996,67,10
3997,72,13
3998,45,60
3999,18,90
4000,46,60
4001,59,72
4002,84,13
4003,90,48
4004,47,54
4005,90,79
4006,19,68
4007,18,52
4008,12,92
4009,15,51
4010,54,78
4011,60,14
4012,88,51
4013,94,36
4014,75,36
4015,90,83
4016,38,93
4017,67,41
4018,49,27
4019,33,49
4020,92,17
4021,74,43
4022,49,94
4023,14,19
4024,30,48
4025,31,21
4026,17,49
4027,79,61
4028,71,59
4029,56,54
4030,66,60
4031,92,23
4032,48,63
4033,31,24
4034,63,23
4035,23,78
4036,51,96
4037,87,58
4038,14,77
4039,77,33
4040,76,52
4041,14,46
4042,60,78
4043,45,55
4044,63,11
4045,74,12
4046,20,87
4047,64,81
4048,65,16
4049,49,48
4050,71,41
4051,57,91
4052,37,97
4053,17,86
4054,47,96
4055,29,86
4056,40,10
4057,90,39
4058,73,70
4059,34,74
4060,46,24
4061,26,83
4062,46,77
4063,37,25
4064,64,26
4065,13,77
4066,80,46
4067,16,13
4068,97,77
4069,20,90
4070,56,92
4071,59,21
4072,80,57
4073,36,93
4074,77,97
4075,63,44
4076,17,63
4077,80,39
4078,12,12
4079,71,31
4080,74,99
4081,52,83
4082,58,49
4083,72,95
4084,26,20
4085,72,72
4086,34,20
4087,56,67
4088,56,92
4089,16,38
4090,89,62
4091,83,61
4092,93,48
4093,20,26
4094,39,32
4095,94,81
4096,57,92
4097,36,77
4098,83,52
4099,44,36
4100,75,13
4101,51,80
4102,92,58
4103,94,13
4104,55,48
4105,78,68
4106,85,67
4107,64,58
4108,19,40
4109,89,26
4110,33,86
4111,16,88
4112,77,48
4113,54,78
4114,52,77
4115,67,22
4116,81,27
4117,14,23
4118,82,17
4119,16,74
4120,53,85
4121,54,67
4122,44,85
4123,42,94
4124,99,38
4125,27,48
4126,35,70
4127,54,20
4128,87,73
4129,95,23
4130,66,31
4131,87,72
4132,87,19
4133,39,48
4134,65,59
4135,65,81
4136,76,36
4137,34,63
